age,gender,education_level,experience_years,pevious_companies,distance_from_company,interview_score,skill_score,personality_score,recruitment_strategy,hiring_decision
35,Female,Bachelor's (Type 1),6,5,25.37031515504038,36,75,41,Constructive,Not Selected
20,Female,Bachelor's (Type 2),8,2,48.26858248073889,80,16,3,Moderate,Not Selected
28,Female,PhD,4,3,3.861834675840469,57,100,68,Constructive,Not Selected
47,Male,Bachelor's (Type 2),12,4,47.5499309856292,53,63,4,Moderate,Not Selected
46,Male,Bachelor's (Type 2),14,2,3.5253696191403274,38,90,74,Aggressive,Selected
25,Male,Bachelor's (Type 1),9,2,28.365237205734218,41,88,91,Moderate,Not Selected
35,Female,PhD,3,2,45.52204740005429,27,12,79,Aggressive,Selected
48,Male,Bachelor's (Type 2),7,4,14.13604717806514,28,71,40,Moderate,Not Selected
22,Male,Bachelor's (Type 2),8,1,24.612424947257928,42,55,93,Aggressive,Selected
39,Female,Master's,12,5,17.21644395684833,2,4,3,Moderate,Not Selected
47,Male,Bachelor's (Type 2),6,3,48.60719585381757,9,11,1,Constructive,Not Selected
46,Male,Bachelor's (Type 2),13,1,42.18227973765454,58,40,66,Constructive,Not Selected
23,Female,Bachelor's (Type 2),15,3,36.45007556631898,13,2,20,Moderate,Not Selected
38,Female,Bachelor's (Type 2),6,5,30.381349330755437,75,98,69,Moderate,Selected
45,Female,PhD,15,4,42.029589466207405,46,32,42,Moderate,Not Selected
22,Male,Master's,4,2,20.613352076177357,41,85,81,Constructive,Not Selected
50,Male,Bachelor's (Type 2),3,2,23.37759275530309,93,49,68,Moderate,Not Selected
38,Male,Bachelor's (Type 1),13,4,37.500086054043074,31,55,8,Moderate,Not Selected
39,Female,Bachelor's (Type 1),9,1,18.88773816468571,31,8,83,Constructive,Not Selected
26,Female,Bachelor's (Type 2),0,1,4.195047102418691,41,81,27,Moderate,Not Selected
39,Male,Master's,9,3,4.716730444303574,31,49,25,Constructive,Not Selected
28,Male,Bachelor's (Type 2),9,4,6.768140065285193,25,28,81,Constructive,Not Selected
20,Female,Bachelor's (Type 2),6,1,44.48406616718314,0,38,82,Constructive,Not Selected
27,Female,Master's,15,4,24.611321287810217,55,90,2,Aggressive,Selected
26,Female,Bachelor's (Type 1),0,5,36.64411846723682,1,99,72,Moderate,Not Selected
37,Female,Bachelor's (Type 2),0,2,20.645466780244664,80,44,99,Constructive,Not Selected
27,Male,Bachelor's (Type 1),4,2,13.935547370781723,29,16,94,Moderate,Not Selected
20,Female,PhD,12,2,18.3596083781106,70,55,48,Moderate,Not Selected
30,Male,Bachelor's (Type 2),8,4,40.70911726585918,51,97,16,Aggressive,Selected
47,Male,Bachelor's (Type 1),5,4,32.26080625157191,90,45,62,Aggressive,Selected
44,Male,Bachelor's (Type 2),2,3,47.8819889978951,8,66,54,Moderate,Not Selected
44,Female,Bachelor's (Type 2),12,2,34.985238928841696,21,68,22,Moderate,Not Selected
37,Female,Master's,2,3,29.5090815877347,33,13,33,Moderate,Not Selected
42,Female,Master's,6,2,31.509800449291724,48,66,68,Moderate,Selected
50,Female,Bachelor's (Type 2),5,3,48.11857197342073,0,22,14,Moderate,Not Selected
49,Male,Bachelor's (Type 1),8,3,40.4100464933353,72,93,46,Moderate,Not Selected
29,Female,Bachelor's (Type 1),5,5,2.202061868321891,83,60,2,Moderate,Not Selected
22,Female,Bachelor's (Type 1),4,3,27.70698480678486,52,22,82,Moderate,Not Selected
26,Male,Bachelor's (Type 2),9,4,35.41692057732824,82,26,27,Moderate,Not Selected
47,Female,Master's,6,3,38.43492392195776,99,53,2,Aggressive,Selected
35,Male,Bachelor's (Type 2),0,2,11.657105965696834,39,9,3,Moderate,Not Selected
45,Male,Bachelor's (Type 1),11,3,44.35886772256761,44,88,87,Moderate,Not Selected
35,Male,Bachelor's (Type 2),6,1,48.79215735875819,67,76,30,Moderate,Not Selected
44,Male,Master's,15,2,12.835765292243488,8,15,44,Moderate,Not Selected
39,Male,Master's,2,1,45.13077287586229,21,40,58,Moderate,Not Selected
47,Male,Master's,13,2,5.84893812580477,17,97,44,Aggressive,Selected
36,Male,Bachelor's (Type 2),8,4,3.785341805762259,75,54,74,Constructive,Selected
21,Male,Bachelor's (Type 1),14,4,7.461190005137468,42,100,36,Aggressive,Selected
20,Female,Master's,5,4,3.8870539733518,38,60,64,Constructive,Not Selected
35,Female,Bachelor's (Type 2),8,1,43.2506118577888,72,85,8,Moderate,Not Selected
49,Female,Bachelor's (Type 2),12,5,3.9525072229135976,5,80,16,Moderate,Not Selected
31,Female,Master's,14,2,14.583209568182774,82,86,64,Aggressive,Selected
24,Male,Master's,4,4,6.187817176792819,47,99,2,Aggressive,Selected
24,Female,Bachelor's (Type 2),6,2,15.771101815688247,6,48,25,Aggressive,Not Selected
46,Male,Bachelor's (Type 2),12,1,5.527973380046024,79,72,52,Aggressive,Selected
42,Female,Bachelor's (Type 2),15,5,34.4001625371507,68,51,30,Moderate,Not Selected
28,Female,Bachelor's (Type 2),13,1,7.666340817128757,15,1,25,Moderate,Not Selected
28,Female,Bachelor's (Type 2),3,2,43.59229629194439,0,95,22,Moderate,Not Selected
22,Male,Master's,14,5,41.85955253633205,36,49,29,Aggressive,Selected
38,Female,Master's,15,5,1.683084273530471,82,85,9,Constructive,Selected
35,Male,Master's,6,1,45.78631777575573,36,42,71,Moderate,Not Selected
35,Male,Bachelor's (Type 1),12,4,2.447215837168353,80,76,88,Aggressive,Selected
22,Female,Master's,0,2,12.98228924787783,63,7,63,Moderate,Not Selected
39,Female,Master's,6,3,2.619456888799753,89,58,21,Aggressive,Selected
43,Female,Bachelor's (Type 2),7,3,17.792174351965798,85,64,14,Aggressive,Selected
41,Male,Master's,4,1,26.69332628566358,61,80,55,Moderate,Not Selected
43,Female,Master's,1,2,40.832243450756906,71,11,73,Moderate,Not Selected
20,Male,Bachelor's (Type 2),4,2,17.89907752349181,60,3,19,Constructive,Not Selected
43,Male,Bachelor's (Type 2),5,1,36.27450123365583,32,76,46,Moderate,Not Selected
39,Female,Bachelor's (Type 1),11,2,10.375222855949016,65,94,86,Constructive,Not Selected
30,Female,Bachelor's (Type 2),1,4,38.52992283720632,29,40,52,Constructive,Not Selected
36,Male,Bachelor's (Type 2),13,1,12.799830295461875,19,6,52,Constructive,Not Selected
27,Male,Master's,5,4,8.177237797188397,59,86,0,Moderate,Not Selected
23,Male,Bachelor's (Type 2),5,2,10.270442518702716,81,87,1,Aggressive,Selected
25,Female,Bachelor's (Type 1),0,1,10.10315644409277,73,68,57,Aggressive,Selected
27,Male,Bachelor's (Type 2),13,2,26.64314396884956,23,68,18,Moderate,Not Selected
39,Female,Bachelor's (Type 1),0,1,43.2398790594073,3,80,61,Moderate,Not Selected
49,Male,Bachelor's (Type 1),13,2,4.9802538496252815,36,29,77,Aggressive,Selected
22,Male,Bachelor's (Type 1),10,4,36.34781592467113,3,72,71,Moderate,Not Selected
35,Female,Bachelor's (Type 1),15,4,33.717322982642884,76,5,11,Aggressive,Selected
49,Male,Bachelor's (Type 1),9,2,44.62599759146812,88,88,25,Moderate,Not Selected
44,Female,Bachelor's (Type 2),2,1,13.207378025345362,76,18,26,Aggressive,Not Selected
22,Female,Bachelor's (Type 2),13,3,23.50549293425148,17,79,28,Moderate,Not Selected
44,Male,Master's,9,4,47.29136872217587,87,84,14,Moderate,Selected
48,Female,Bachelor's (Type 2),9,4,33.99967250676586,65,65,45,Aggressive,Selected
37,Female,Master's,14,3,20.438420643079844,47,9,0,Moderate,Not Selected
33,Male,Bachelor's (Type 1),11,2,7.570619142763423,32,15,59,Moderate,Not Selected
37,Female,Bachelor's (Type 2),2,1,14.124250395029552,57,36,91,Aggressive,Not Selected
21,Female,Master's,3,2,30.060773874469163,82,78,56,Aggressive,Selected
41,Female,Bachelor's (Type 1),1,5,36.90839737802568,72,76,2,Moderate,Not Selected
22,Male,Bachelor's (Type 2),8,4,7.221094342594674,27,76,17,Moderate,Not Selected
35,Female,Bachelor's (Type 2),9,5,30.9798630022027,34,31,51,Moderate,Not Selected
48,Male,Bachelor's (Type 2),11,4,28.51756394193755,9,46,59,Aggressive,Not Selected
28,Male,Bachelor's (Type 1),10,4,26.6977723345354,64,71,33,Moderate,Not Selected
23,Female,Bachelor's (Type 2),13,5,35.506155884100394,41,42,95,Aggressive,Selected
20,Female,Bachelor's (Type 2),6,5,42.87247975417309,84,81,92,Constructive,Selected
23,Female,Bachelor's (Type 1),6,2,17.149484158843418,8,35,88,Moderate,Not Selected
20,Male,Bachelor's (Type 2),14,5,45.45060950554797,59,25,59,Constructive,Not Selected
33,Female,Master's,5,2,9.031680630927534,14,9,25,Moderate,Not Selected
40,Female,PhD,14,2,9.651193487558215,98,30,71,Moderate,Selected
35,Female,Bachelor's (Type 2),2,2,14.338603181196197,56,96,18,Moderate,Not Selected
39,Female,Master's,5,4,6.976543477353891,68,28,21,Moderate,Not Selected
43,Female,Bachelor's (Type 2),14,4,12.515961234143878,21,4,92,Moderate,Not Selected
27,Male,Bachelor's (Type 2),13,5,6.32058814514223,63,76,32,Moderate,Not Selected
26,Male,Bachelor's (Type 1),11,4,42.08762084926952,40,0,37,Moderate,Not Selected
22,Female,Master's,7,5,7.94844959433123,86,86,34,Moderate,Selected
36,Female,Bachelor's (Type 2),7,4,38.36487787799284,70,2,66,Moderate,Not Selected
20,Female,Bachelor's (Type 2),10,1,3.395693395666687,55,66,82,Constructive,Not Selected
35,Female,Bachelor's (Type 1),12,1,48.42601637569576,22,70,9,Moderate,Not Selected
31,Male,Master's,8,5,36.55800437638831,24,99,90,Moderate,Selected
46,Female,Master's,14,4,1.3398274293055892,90,34,14,Moderate,Not Selected
38,Male,Master's,0,4,39.1928250100107,5,14,10,Moderate,Not Selected
41,Male,Bachelor's (Type 2),13,2,26.704096038309267,33,66,89,Constructive,Not Selected
42,Female,Bachelor's (Type 1),0,3,39.96825851675599,62,92,23,Constructive,Not Selected
41,Male,Bachelor's (Type 2),2,5,27.124840444529426,8,29,76,Moderate,Not Selected
33,Male,Bachelor's (Type 2),2,3,33.051242881767735,59,81,95,Moderate,Not Selected
49,Male,Bachelor's (Type 1),9,3,40.31658276975202,48,74,100,Moderate,Not Selected
25,Male,Bachelor's (Type 2),7,5,21.255402729392834,96,42,3,Moderate,Not Selected
25,Female,PhD,14,4,1.1354074910226044,50,59,12,Constructive,Not Selected
32,Female,Master's,9,5,43.497324797259424,59,39,72,Aggressive,Selected
38,Male,Master's,0,3,20.04451813123313,69,64,56,Aggressive,Selected
41,Female,PhD,12,4,25.802136300829154,36,28,97,Aggressive,Selected
27,Female,Bachelor's (Type 2),1,1,1.3883321076984358,30,73,36,Moderate,Not Selected
46,Female,Bachelor's (Type 2),1,5,25.6046005175049,97,91,47,Constructive,Not Selected
46,Female,PhD,2,5,50.32437007858648,40,94,70,Aggressive,Selected
21,Female,Bachelor's (Type 1),12,4,14.913383040938482,61,18,0,Moderate,Not Selected
40,Male,Master's,5,1,20.770913512118906,92,2,59,Moderate,Not Selected
49,Female,Bachelor's (Type 2),0,1,35.35949982343383,57,35,11,Moderate,Not Selected
20,Female,Bachelor's (Type 2),1,4,41.73968337618293,13,42,20,Moderate,Not Selected
47,Female,Bachelor's (Type 2),12,2,21.869581200305014,35,14,10,Constructive,Not Selected
34,Female,PhD,15,5,16.483443520064625,35,96,43,Aggressive,Selected
20,Male,Master's,14,5,47.89128999925335,78,40,57,Moderate,Not Selected
24,Male,Bachelor's (Type 1),12,3,34.85724833358346,7,89,43,Aggressive,Selected
47,Male,Master's,15,4,6.951065224657054,25,79,77,Moderate,Selected
48,Male,Bachelor's (Type 2),0,3,4.446393906732431,35,35,97,Constructive,Not Selected
35,Female,Bachelor's (Type 2),4,3,25.17749253951845,47,96,33,Aggressive,Not Selected
38,Male,Bachelor's (Type 2),15,1,12.004503302363622,84,83,24,Aggressive,Selected
23,Female,Bachelor's (Type 2),12,5,13.699237668812676,27,76,3,Moderate,Not Selected
22,Female,Bachelor's (Type 2),12,3,44.884608941392415,67,32,63,Moderate,Not Selected
36,Female,PhD,6,1,5.4783012158155335,61,4,89,Moderate,Not Selected
36,Female,Master's,15,4,36.76820576144448,79,100,15,Aggressive,Selected
31,Female,Bachelor's (Type 2),7,3,14.557112669029404,85,77,9,Aggressive,Selected
47,Male,Bachelor's (Type 1),9,5,39.016411070206885,75,90,65,Moderate,Selected
49,Male,PhD,0,3,37.12056922317723,79,86,34,Aggressive,Selected
48,Male,PhD,6,4,1.3695950722146513,50,13,82,Constructive,Not Selected
33,Male,Master's,12,3,26.45677064607996,41,67,5,Aggressive,Selected
40,Female,Bachelor's (Type 1),4,5,7.965974118902318,100,82,18,Moderate,Not Selected
25,Male,Bachelor's (Type 1),9,1,44.31135152893384,28,46,58,Aggressive,Not Selected
22,Female,Bachelor's (Type 2),0,5,44.57929414312033,81,53,52,Aggressive,Selected
47,Male,Bachelor's (Type 1),2,1,21.9172903746879,9,3,7,Moderate,Not Selected
28,Female,Bachelor's (Type 2),6,2,23.219780922554023,38,93,77,Moderate,Not Selected
24,Female,PhD,9,5,16.164146970226355,81,82,9,Aggressive,Selected
43,Male,Bachelor's (Type 2),0,5,36.83031494800155,0,94,66,Aggressive,Selected
48,Female,Bachelor's (Type 1),6,4,18.93306815132296,38,94,37,Aggressive,Selected
36,Female,Bachelor's (Type 2),4,3,14.389623726131688,20,8,28,Moderate,Not Selected
33,Male,Bachelor's (Type 1),0,1,22.61155297522541,64,52,14,Moderate,Not Selected
40,Female,Bachelor's (Type 1),0,1,5.574375919372936,14,76,86,Aggressive,Selected
50,Male,Bachelor's (Type 2),13,4,38.33016023221019,3,77,22,Moderate,Not Selected
22,Male,Bachelor's (Type 2),0,4,1.629820063589348,59,59,81,Moderate,Not Selected
47,Male,Master's,10,3,33.2242530760297,60,45,45,Constructive,Not Selected
20,Female,PhD,8,3,10.14322633774362,19,53,82,Constructive,Selected
39,Female,Bachelor's (Type 2),10,5,12.620202310720655,9,73,27,Moderate,Not Selected
50,Female,Bachelor's (Type 2),12,2,32.781599932002,86,94,25,Aggressive,Selected
48,Male,Master's,2,3,50.64717328914536,33,36,9,Aggressive,Not Selected
40,Female,Bachelor's (Type 2),14,4,39.88587445362754,47,22,46,Moderate,Not Selected
42,Male,Bachelor's (Type 1),12,3,12.2919816111696,32,26,3,Constructive,Not Selected
20,Male,Master's,4,1,9.80123775205669,97,69,54,Moderate,Not Selected
22,Female,Bachelor's (Type 1),10,2,44.31164351338352,60,89,65,Moderate,Not Selected
37,Male,Bachelor's (Type 2),15,5,23.20919739607521,9,65,66,Moderate,Not Selected
44,Female,Bachelor's (Type 2),9,1,7.852640141407773,53,60,6,Moderate,Not Selected
29,Female,Bachelor's (Type 2),11,1,44.1105711660969,83,76,54,Aggressive,Selected
50,Female,Bachelor's (Type 2),15,2,41.80461764571307,64,50,79,Moderate,Not Selected
41,Female,Master's,8,5,50.19531819485818,76,49,30,Aggressive,Selected
45,Female,Bachelor's (Type 1),5,4,46.4871843356342,0,18,73,Aggressive,Not Selected
22,Male,Bachelor's (Type 2),11,5,43.589516933027085,4,0,18,Moderate,Not Selected
27,Male,Master's,8,3,3.628719890550157,79,39,27,Aggressive,Selected
33,Male,Bachelor's (Type 2),7,1,6.220768474905901,14,31,80,Aggressive,Selected
43,Female,Bachelor's (Type 1),7,3,29.44915971520614,27,21,27,Aggressive,Not Selected
37,Female,Master's,0,4,27.573962314091045,94,92,18,Constructive,Not Selected
34,Female,Bachelor's (Type 2),12,3,23.89816072447677,22,65,100,Moderate,Not Selected
41,Male,Master's,8,5,20.83946627072921,16,39,86,Aggressive,Selected
42,Female,Master's,5,3,22.560524243216445,97,37,19,Moderate,Not Selected
21,Male,Bachelor's (Type 2),15,4,29.46489670673976,12,47,12,Aggressive,Not Selected
50,Male,Bachelor's (Type 2),8,4,1.1038258800040603,13,54,76,Moderate,Not Selected
46,Female,PhD,2,4,14.03543870664261,10,74,42,Moderate,Not Selected
29,Female,Bachelor's (Type 1),11,5,26.913986034435556,27,80,10,Constructive,Not Selected
21,Male,Master's,2,4,37.11080493368231,41,54,47,Moderate,Not Selected
45,Female,Bachelor's (Type 1),5,1,9.707834619769816,95,50,14,Constructive,Not Selected
36,Male,Bachelor's (Type 2),8,4,28.344058689371646,98,59,16,Constructive,Not Selected
27,Female,Bachelor's (Type 2),6,3,36.72298419428909,60,7,53,Constructive,Not Selected
20,Female,PhD,13,3,23.231382895695237,63,85,49,Moderate,Not Selected
28,Male,PhD,12,3,2.3540566835025523,30,67,27,Moderate,Not Selected
30,Female,Bachelor's (Type 1),2,5,23.463407923281835,80,74,82,Moderate,Not Selected
41,Male,Bachelor's (Type 1),2,3,15.822244387207656,72,71,3,Aggressive,Selected
35,Female,Master's,1,5,47.48248038506642,9,8,21,Aggressive,Not Selected
26,Male,Bachelor's (Type 2),8,5,7.230669283916368,7,89,85,Moderate,Not Selected
48,Male,Bachelor's (Type 1),12,4,33.62379777536161,20,1,100,Moderate,Not Selected
29,Female,Bachelor's (Type 2),14,1,3.6359883167250575,76,79,38,Constructive,Not Selected
42,Male,Bachelor's (Type 2),2,4,23.308521890634825,58,94,33,Aggressive,Not Selected
45,Female,PhD,10,4,28.69897436100403,49,69,96,Aggressive,Selected
22,Female,Bachelor's (Type 2),4,5,15.897746565843272,68,84,43,Moderate,Not Selected
37,Female,Bachelor's (Type 2),13,5,23.75378177601922,69,89,41,Moderate,Not Selected
44,Male,Bachelor's (Type 2),13,3,9.177689726509367,29,58,39,Aggressive,Selected
43,Male,Master's,8,3,16.206192473401806,94,18,96,Constructive,Selected
32,Female,Bachelor's (Type 2),7,4,32.05531624551016,16,27,11,Moderate,Not Selected
47,Female,Bachelor's (Type 2),1,2,16.090002793057756,74,71,1,Moderate,Not Selected
45,Male,Bachelor's (Type 2),2,2,45.98715392044358,19,13,27,Constructive,Not Selected
26,Female,Master's,15,3,32.420347882049484,47,23,73,Moderate,Not Selected
44,Female,Bachelor's (Type 2),15,2,22.932450921799223,72,43,85,Moderate,Not Selected
23,Male,Bachelor's (Type 1),1,3,2.9378467777091237,1,100,80,Constructive,Not Selected
32,Female,Bachelor's (Type 2),15,5,25.977416760233563,36,55,89,Aggressive,Selected
39,Male,Bachelor's (Type 2),7,4,39.23881210625446,0,89,66,Moderate,Not Selected
20,Female,Bachelor's (Type 1),5,1,14.277879900620682,3,94,70,Aggressive,Selected
27,Male,Master's,5,4,41.33867848243837,99,50,71,Aggressive,Selected
33,Female,Bachelor's (Type 2),11,3,13.590338302544074,53,31,83,Constructive,Not Selected
35,Female,Master's,14,3,42.18731939754002,24,49,75,Moderate,Not Selected
33,Male,Bachelor's (Type 2),8,4,5.26341708058387,2,40,98,Moderate,Not Selected
31,Female,Master's,7,3,44.30918544345148,8,65,80,Constructive,Selected
38,Male,Bachelor's (Type 1),3,2,25.959322546666524,85,24,91,Constructive,Not Selected
42,Female,Bachelor's (Type 2),14,2,15.8268794810131,86,60,9,Constructive,Not Selected
34,Male,PhD,11,3,14.255662520757438,75,65,85,Moderate,Selected
47,Male,Master's,3,3,22.60052794651813,73,41,56,Moderate,Not Selected
21,Male,Bachelor's (Type 2),8,2,50.95247490518225,33,64,96,Aggressive,Selected
21,Male,Bachelor's (Type 2),0,3,12.016369671879128,42,35,85,Moderate,Not Selected
42,Female,Master's,12,3,6.160832443949981,73,75,36,Moderate,Selected
50,Female,Bachelor's (Type 2),1,4,30.25175843593309,93,8,76,Moderate,Not Selected
41,Male,Master's,1,1,25.427123322012857,21,35,90,Moderate,Not Selected
38,Male,Master's,12,2,27.209813553165368,69,91,63,Constructive,Selected
44,Male,Bachelor's (Type 1),12,4,34.346770877860855,1,37,78,Moderate,Not Selected
45,Female,Bachelor's (Type 1),5,1,14.357203493532468,93,32,85,Moderate,Not Selected
50,Female,Bachelor's (Type 2),14,3,46.53324976919442,65,41,93,Moderate,Not Selected
49,Female,Bachelor's (Type 1),3,3,22.78360330611452,31,60,39,Aggressive,Not Selected
48,Female,Bachelor's (Type 2),15,4,7.454309757123089,15,45,100,Aggressive,Selected
41,Male,PhD,12,3,38.114937836697216,75,85,97,Moderate,Selected
45,Male,Bachelor's (Type 2),10,5,33.15521763089252,0,88,59,Aggressive,Selected
45,Male,Master's,9,4,16.787170124201854,71,60,97,Moderate,Selected
41,Female,Bachelor's (Type 2),12,1,32.075936201702426,47,17,47,Moderate,Not Selected
36,Female,Bachelor's (Type 2),2,4,11.993097818448843,49,69,98,Aggressive,Selected
39,Female,Bachelor's (Type 1),2,2,23.24196796702648,12,81,18,Aggressive,Not Selected
29,Male,Bachelor's (Type 2),2,4,45.97062610836626,14,79,71,Moderate,Not Selected
25,Male,Bachelor's (Type 2),5,3,7.676711658037471,52,14,32,Moderate,Not Selected
34,Female,Bachelor's (Type 2),13,3,20.3348224993731,43,47,43,Moderate,Not Selected
41,Male,Master's,15,5,42.057121236017366,7,71,91,Moderate,Selected
30,Female,Bachelor's (Type 2),7,5,49.474544970308905,73,12,36,Moderate,Not Selected
47,Female,Bachelor's (Type 2),10,5,23.696306821089795,45,42,88,Constructive,Not Selected
24,Male,Bachelor's (Type 2),6,1,26.34998100716737,68,59,35,Moderate,Not Selected
20,Female,Bachelor's (Type 1),13,5,29.608598089188487,18,56,80,Constructive,Not Selected
27,Male,Bachelor's (Type 2),3,1,47.61740708168554,37,70,87,Aggressive,Selected
40,Female,Bachelor's (Type 1),10,5,43.91033954885149,10,16,20,Moderate,Not Selected
47,Male,Bachelor's (Type 1),11,1,9.530056231082217,42,49,1,Moderate,Not Selected
31,Male,Bachelor's (Type 1),3,4,22.83789089235375,19,31,30,Aggressive,Not Selected
31,Male,Bachelor's (Type 2),10,4,24.200021409821318,19,21,96,Aggressive,Selected
24,Female,Master's,9,3,40.45480558243784,20,54,29,Moderate,Not Selected
26,Female,Bachelor's (Type 2),14,1,31.144644130271764,81,56,75,Aggressive,Selected
23,Male,Bachelor's (Type 2),10,2,33.71102310145065,56,12,43,Aggressive,Not Selected
25,Male,Bachelor's (Type 2),15,3,50.90999538328088,49,46,11,Constructive,Not Selected
32,Female,Bachelor's (Type 1),10,4,4.7480021735006535,73,86,50,Constructive,Not Selected
39,Female,Master's,13,1,12.15049117668665,97,61,48,Moderate,Selected
49,Female,Bachelor's (Type 2),10,5,21.39479686857734,25,53,23,Moderate,Not Selected
34,Male,Bachelor's (Type 2),1,2,18.38912015244436,29,28,23,Constructive,Not Selected
22,Female,Bachelor's (Type 2),13,4,2.082278067349179,72,21,59,Moderate,Not Selected
42,Female,Bachelor's (Type 1),15,3,5.588880323558792,30,64,10,Aggressive,Selected
27,Male,Bachelor's (Type 2),0,1,35.04766457017881,41,28,12,Constructive,Not Selected
39,Female,Bachelor's (Type 2),8,2,44.96622316812803,67,47,90,Moderate,Not Selected
35,Female,Master's,11,1,26.71135056329888,60,4,71,Moderate,Not Selected
32,Female,Bachelor's (Type 1),14,5,27.95955397568165,60,34,73,Moderate,Not Selected
37,Male,Bachelor's (Type 2),11,3,13.75467164161897,69,73,71,Moderate,Not Selected
47,Male,Bachelor's (Type 2),1,1,39.39381818168557,77,82,63,Constructive,Not Selected
29,Male,Bachelor's (Type 1),12,4,38.58972936836282,67,100,19,Moderate,Not Selected
49,Male,Bachelor's (Type 2),7,3,30.41828446088283,89,70,71,Constructive,Selected
38,Male,Master's,14,4,11.633214325567142,16,45,72,Constructive,Not Selected
36,Male,Master's,15,1,5.850910911854473,18,34,70,Moderate,Not Selected
43,Male,Bachelor's (Type 2),8,3,4.211928792856295,50,44,77,Moderate,Not Selected
50,Female,Master's,3,4,30.63480333214389,69,12,27,Moderate,Not Selected
38,Female,PhD,7,5,42.25176595714,62,9,1,Aggressive,Selected
47,Male,Master's,8,5,43.91652158904624,92,65,42,Aggressive,Selected
45,Female,Bachelor's (Type 1),9,1,24.18110371717249,74,69,7,Moderate,Not Selected
42,Female,Master's,9,3,40.21356496533585,79,71,12,Moderate,Selected
45,Male,Bachelor's (Type 2),4,2,48.34400981705118,29,99,84,Aggressive,Selected
24,Female,PhD,15,3,14.7585056244034,24,24,91,Aggressive,Selected
45,Female,Bachelor's (Type 2),12,5,20.89801731903786,74,43,34,Constructive,Not Selected
40,Female,Bachelor's (Type 1),13,4,47.57394962983403,70,59,22,Moderate,Not Selected
49,Female,Master's,6,2,17.911548365864242,25,46,45,Constructive,Not Selected
42,Female,Bachelor's (Type 2),15,1,46.693814516089816,55,39,14,Moderate,Not Selected
50,Male,PhD,9,2,50.05224311272329,21,6,1,Moderate,Not Selected
28,Male,PhD,3,1,34.09053642872124,88,45,60,Aggressive,Selected
31,Male,Bachelor's (Type 2),0,2,41.84451447520841,18,22,75,Moderate,Not Selected
40,Female,Bachelor's (Type 1),2,1,38.47727821105426,30,82,63,Moderate,Not Selected
20,Male,Bachelor's (Type 2),4,1,35.97671288077619,25,45,51,Aggressive,Not Selected
45,Female,Bachelor's (Type 1),2,2,16.346553649061626,41,85,35,Moderate,Not Selected
45,Female,Bachelor's (Type 1),15,2,3.8547168953971855,40,12,66,Moderate,Not Selected
20,Female,Master's,11,1,18.15258662598253,99,20,68,Moderate,Selected
34,Female,Bachelor's (Type 2),12,5,34.34679926019533,22,0,66,Moderate,Not Selected
21,Male,Bachelor's (Type 2),10,2,6.126459911390069,46,18,46,Moderate,Not Selected
49,Male,PhD,6,3,1.5958991489121046,12,59,82,Moderate,Selected
41,Female,Bachelor's (Type 2),11,4,7.984618630146933,88,32,1,Constructive,Not Selected
35,Male,Bachelor's (Type 2),8,1,36.78679632053976,65,3,43,Constructive,Not Selected
44,Female,PhD,14,1,49.6396850828222,65,2,100,Constructive,Not Selected
27,Male,Bachelor's (Type 1),11,4,50.15323498074103,15,90,63,Moderate,Not Selected
32,Male,Master's,5,5,25.6989574570094,72,51,80,Moderate,Selected
40,Female,PhD,12,4,44.46761504961737,27,98,77,Moderate,Selected
20,Male,PhD,9,2,37.8413227875752,76,27,27,Aggressive,Selected
35,Female,Bachelor's (Type 2),0,4,26.052011849230173,34,69,90,Constructive,Not Selected
48,Male,Bachelor's (Type 2),15,1,29.638026647754337,40,69,53,Moderate,Not Selected
26,Female,Bachelor's (Type 2),6,4,7.861357330843553,76,54,73,Aggressive,Selected
50,Female,Master's,14,3,47.8830730308296,30,56,66,Aggressive,Selected
24,Male,Master's,2,2,18.59648853658884,84,86,35,Constructive,Not Selected
41,Male,Bachelor's (Type 2),4,4,23.30746282285848,31,96,62,Aggressive,Selected
48,Female,Bachelor's (Type 2),15,1,34.583011549894934,53,15,24,Aggressive,Not Selected
42,Male,Bachelor's (Type 1),9,2,17.695123576327696,97,23,85,Moderate,Not Selected
22,Male,Bachelor's (Type 1),3,1,13.712958049446527,71,68,47,Aggressive,Selected
31,Female,Master's,9,5,32.55246966351103,58,40,38,Constructive,Not Selected
45,Female,Bachelor's (Type 2),4,3,2.249204114092473,40,76,46,Moderate,Not Selected
35,Male,PhD,4,5,37.03625560133394,65,46,93,Moderate,Not Selected
38,Female,Master's,5,3,26.701168493825488,95,75,20,Constructive,Not Selected
24,Female,Bachelor's (Type 1),13,4,31.28768652604672,53,68,29,Moderate,Not Selected
41,Female,Bachelor's (Type 2),9,2,32.59400796234426,39,100,91,Moderate,Not Selected
44,Male,Bachelor's (Type 2),11,4,27.352507824628184,27,30,30,Moderate,Not Selected
48,Male,Bachelor's (Type 2),9,3,30.1266888720368,36,91,25,Moderate,Not Selected
33,Female,Master's,12,3,35.18941004449373,64,91,21,Moderate,Not Selected
47,Male,Master's,12,3,38.65594235898371,73,29,20,Moderate,Not Selected
24,Female,Master's,10,1,37.37261956430603,54,17,0,Constructive,Not Selected
34,Male,Bachelor's (Type 2),5,2,44.48082288661308,3,43,36,Moderate,Not Selected
